show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_num,year_added
s4562,Movie,delhi 6,rakeysh omprakash mehra,abhishek bachchan sonam kapoor waheeda rehman om puri prem chopra atul kulkarni pavan malhotra divya dutta deepak dobriyal sheeba chaddha,india,10/1/2018,2009,TV-14,128 min,"Dramas, International Movies",in the ancient walled city of delhi an americanborn indian finds himself on an unexpected inner journey as he learns about himself and his roots,128,2018
s4563,Movie,devd,anurag kashyap,abhay deol mahie gill kalki koechlin sindbad phgura ammo too sweet jimi the quiff parakh madan,india,10/1/2018,2009,TV-MA,137 min,"Dramas, International Movies, Romantic Movies",because they come from different castes the son of a tax collector and his true love are not allowed to marry sending them down divergent paths,137,2018
s4564,Movie,dil vil pyaar vyaar,manjeet maan,gurdas maan neeru bajwa jassi gill rajiv thakur khushdeed maan manav vij raj jhinger shruti sodhi meher vij,india,10/1/2018,2014,TV-PG,145 min,"International Movies, Music & Musicals, Romantic Movies",agam singhs brothers mean everything to him so while he promises not to marry he tries to get them to marry  but they want him to marry first,145,2018
s4565,Movie,dushman,shagufta rafique,kartar cheema jashan singh sakshi gulati gulshan grover savita bhatti yashpal sharma mohit sharma sukhwinder sohi,unknown,10/1/2018,2017,TV-14,141 min,"Dramas, International Movies",an indian hotel waiter forms an unlikely bond with a pakistani colleague when the establishments criminal owner threatens to ruin both their lives,141,2018
s4566,Movie,ek main aur ekk tu,shakun batra,kareena kapoor imran khan boman irani ram kapoor ratna pathak shah zenobia shroff soniya mehra akshat verma dana lewis rajesh khattar,india,10/1/2018,2012,TV-14,106 min,"Comedies, International Movies, Romantic Movies",bollywood stars imran khan and kareena kapoor pair up to play exceptionally dissimilar lovers in this lighthearted romantic comedy,106,2018
s4567,Movie,freedom at midnight,tinu pappachan,antony varghese vinayakan chemban vinod jose tito wilson sinoj varghese aswathy manoharan,unknown,10/1/2018,2018,TV-MA,135 min,"Dramas, Independent Movies, International Movies",jailed after becoming entangled in the murder of a cop a prisoner assembles a team of inmates to hatch a plan for making a getaway,135,2018
s4568,Movie,haani,amitoj mann,sarabjit cheema mahreen kaleka harbhajan mann anuj sachdeva rupan bal sonia mann,india,10/1/2018,2013,TV-14,137 min,"Dramas, International Movies, Music & Musicals",when a man discovers that he can communicate with his grandfathers spirit it leads to two love stories intertwining 50 years apart,137,2018
s4569,Movie,happy go lucky,amarpreet g s chabbra,amrinder gill harish verma sumeet sandhu gurpreet guggi bn sharma praneet bhatt kuldeep sharma,india,10/1/2018,2014,TV-14,129 min,"Comedies, International Movies, Music & Musicals",three sisters seem to be ideal brides for three brothers but when the girls father wont allow the marriages the boys use trickery to pull it off,129,2018
s4570,Movie,harishchandrachi factory,paresh mokashi,nandu madhav vibhawari deshpande ambarish deshpande mohit gokhale dilip joglekar dheeresh joshi ketan karande atharva karve mayur khandge sandip pathak,india,10/1/2018,2009,TV-PG,99 min,"Dramas, International Movies",against a backdrop of burgeoning social unrest a neophyte filmmaker makes history in 1913 as the director of indias first featurelength film,99,2018
s4571,TV Show,hot date,not available,emily axford brian murphy,united states,10/1/2018,2018,TV-MA,1 Season,"Romantic TV Shows, TV Comedies",interconnected sketches and performances skewer the madness and misunderstandings of modern relationships,1,2018
s4572,Movie,jagga jasoos,anurag basu,ranbir kapoor katrina kaif saurabh shukla saswata chatterjee rajatabha dutta saravajeet tiwari,india,10/1/2018,2017,TV-14,155 min,"Action & Adventure, Comedies, International Movies",an eccentric selfproclaimed detective goes on an actionpacked hunt for his missing father with an awkward but adventurous journalist by his side,155,2018
s4573,Movie,jatt james bond,rohit jugraj,gippy grewal gurpreet guggi zarine khan,india,10/1/2018,2014,TV-14,142 min,"Comedies, Dramas, International Movies",shinda loves laali but cant have her so he and his friends come up with an elaborate plan to solve all their problems and win her,142,2018
s4574,Movie,jodhaa akbar,ashutosh gowariker,hrithik roshan aishwarya rai bachchan sonu sood poonam sinha suhasini mulay ila arun raza murad kulbhushan kharbanda abeer abrar,india,10/1/2018,2008,TV-14,214 min,"Action & Adventure, Dramas, International Movies",in 16thcentury india what begins as a strategic alliance between a mughal emperor and a hindu princess becomes a genuine opportunity for true love,214,2018
s4575,Movie,judge singh llb,atharv baluja,ravinder grewal bn sharma sardar sohi chandan prabhakar anita devgan harpal singh hardeep gill surbhi mahendru,india,10/1/2018,2015,TV-PG,137 min,"Comedies, Dramas, International Movies",framed by a politician for committing murder a lowerclass boy hires the only counsel he can afford a lawyer with no courtroom experience,137,2018
s4576,Movie,kaminey,vishal bhardwaj,shahid kapoor priyanka chopra deb mukherjee shivkumar subramaniam chandan roy sanyal hrishikesh joshi amole gupte patricia bull carlos paca eric santos,india,10/1/2018,2009,TV-14,128 min,"Dramas, International Movies, Music & Musicals",a young man pursues his dreams of wealth by breaking the law while his twin brother tries to better his life through hard work and honesty,128,2018
s4577,Movie,khido khundi,rohit jugraj,ranjit bawa mandy takhar manav vij elnaaz norouzi mahavir bhullar guggu gill seema kaushal sukhbir singh,india,10/1/2018,2018,TV-14,151 min,"Dramas, International Movies, Sports Movies",an embittered former hockey star must engage with the sport again to help his brother assemble a team for a momentous match against the british,151,2018
s4578,Movie,khoobsurat,shashanka ghosh,sonam kapoor fawad khan kiron kher ratna pathak shah amir raza hussain ashok banthia kaizaad kotwal rishabh chaddha,india,10/1/2018,2014,TV-14,121 min,"Comedies, International Movies, Romantic Movies",a freespirited doctor is hired to assist an injured king and winds up challenging his familys traditionbound lifestyle as she falls for his son,121,2018
s4579,Movie,kisaan,puneet sira,jackie shroff arbaaz khan sohail khan diya mirza nauheed cyrusi sharat saxena dalip tahil vishwajeet pradhan sarfaraz khan,india,10/1/2018,2009,TV-14,101 min,"Action & Adventure, Dramas, International Movies",a bitter family battle ensues between a father and his sons when a businessman makes a deal that entices farmers to sell off their properties,101,2018
s4580,Movie,kismat konnection,aziz mirza,shahid kapoor vidya balan juhi chawla om puri vishal malhotra karanvir bohra amit varma,india,10/1/2018,2008,TV-14,145 min,"Comedies, Dramas, International Movies",a man finds his lucky charm in the form of a woman whom he had once clashed with on every level but on whose presence he must now rely to succeed,145,2018
s4581,Movie,kurbaan,renzil dsilva,kareena kapoor saif ali khan om puri diya mirza vivek oberoi kulbhushan kharbanda kiron kher rupinder nagra nauheed cyrusi,india,10/1/2018,2009,TV-14,147 min,"International Movies, Thrillers",when a young indian couple moves to the american suburbs they are shocked to discover that theyve become enmeshed in a secret terrorist plot,147,2018
s4582,Movie,lock,smeep kang,gippy grewal gurpreet guggi smeep kang geeta basra karamjit anmol harpal singh vikram grover priyanka sharma,india,10/1/2018,2016,TV-14,90 min,"Dramas, International Movies",a disillusioned rickshaw driver in punjab dreams of moving to dubai but his plan to butter up his wouldbe benefactor goes horribly wrong,90,2018
s4583,Movie,luv shuv tey chicken khurana,sameer sharma,kunal kapoor huma qureshi rajesh sharma vipin sharma dolly ahluwalia vinod nagpal rahul bagga rajendra sethi munish makhija herry tangri,india,10/1/2018,2012,TV-14,129 min,"Comedies, International Movies, Romantic Movies",fleeing london to evade a gangland debt collector omi khurana returns to his native village in india passing himself off as a successful lawyer,129,2018
s4584,Movie,main meri patni aur woh,chandan arora,rajpal yadav rituparna sengupta kay kay menon varun bandola vinod nagpal naseeruddin shah,india,10/1/2018,2005,TV-PG,129 min,"Comedies, Dramas, International Movies",an ordinarylooking guy weds the woman of his dreams but his jealousy threatens to destroy their union in this lighthearted tale of marital mismatch,129,2018
s4585,Movie,manje bistre,baljit singh deo,gippy grewal sonam bajwa karamjit anmol jaggi singh bn sharma hobby dhaliwal rana ranbir sardar sohi anita devgan harby sangha,india,10/1/2018,2017,TV-14,136 min,"Comedies, Dramas, International Movies",while prepping for a family wedding a young man falls for his sisters friend who has already been promised to someone else,136,2018
s4586,Movie,motor mitraan di,amitoj mann,gurpreet guggi happy raikoti vikram singh sonia mann yograj singh sardar sohi harsharan singh anita meet prakash gadhu gurmeet sajan,india,10/1/2018,2016,TV-PG,117 min,"Comedies, International Movies",when three brothers unwittingly get entangled in a murder associated with a fraudulent ashram leader they set out to expose him to society as a fake,117,2018
s4587,Movie,mugamoodi,mysskin,jiiva pooja hegde narain nasser girish karnad anupama kumar selvaah,india,10/1/2018,2012,TV-14,150 min,"Action & Adventure, International Movies",a martial arts specialist accidentally becomes a superhero when he steps in  in costume  to help the cops catch a criminal,150,2018
s4588,Movie,muran,rajan madhav,prasanna cheran haripriya nikhita suma bhattacharya jayaprakash,india,10/1/2018,2011,TV-14,134 min,"Action & Adventure, International Movies",when jingle composer nandas car breaks down on his way to chennai he hitchhikes there with arjun who tries to rope nanda into a shady deal,134,2018
s4589,Movie,my friend pinto,raaghav dar,prateik kalki koechlin arjun mathur shruti seth makrand deshpande divya dutta rajendranath zutshi amin hajee karim hajee shakeel khan,india,10/1/2018,2011,TV-14,100 min,"Comedies, International Movies, Sci-Fi & Fantasy",a brighteyed villager comes facetoface with the gritty realities of modernday mumbai when he sets out to find his childhood friend,100,2018
s4590,Movie,my little pony equestria girls forgotten friendship,ishi rudell,ashleigh ball andrea libman rebecca shoichet tabitha st germain tara strong nicole oliver,united states,10/1/2018,2018,TV-Y,44 min,Children & Family Movies,school yearbook editor sunset shimmer has suddenly been erased from the memories of her best friends and must find out how to fix this,44,2018
s4591,Movie,my little pony equestria girls rollercoaster of friendship,ishi rudell,ashleigh ball andrea libman rebecca shoichet tabitha st germain tara strong tegan moss,united states canada,10/1/2018,2018,TV-Y,44 min,Children & Family Movies,rarity gets a summer job at equestria land making applejack feel jealous but when their friends start vanishing they must work together to find them,44,2018
